1,loc_1,EMERGENCY CHEST PAIN UNIT,12.9242864,79.1344753
2,loc_2,SILVER GATE,12.9238354,79.1345456
3,loc_3,MAIN OPD,12.9240055,79.1356892
4,loc_4,BLOOD COLLECTION AREA,12.9245178,79.1354926
5,loc_5,ISSCC BUILDING,12.9246101,79.1357963
6,loc_6,MAIN EMERGENCY,12.9247774,79.1355045
7,loc_7,PMR BUILDING,12.925232,79.1357144
8,loc_8,A WARD,12.9257034,79.1356096
9,loc_9,WILLIAMS BUILDING,12.9255656,79.1350716
10,loc_10,HAEMATOLOGY,12.925509,79.1356326
